id,client_id,date,created_at,paid,is_cycle_start,reminder_sent_at
4bbe2f05-77d3-4889-a5bf-0dd234240b78,f3384eb2-29d2-401d-a46b-68b50206ab4a,2026-01-01,2026-06-23T18:05:59.720773+00:00,false,false,
d73a27d3-4eb6-4cd3-8655-f7057a19f8e7,397a0b5c-8da1-46c6-ab6e-563cd019a004,2026-01-01,2026-06-23T18:06:00.062078+00:00,false,false,
08d5dbc0-04ef-48cf-a208-d0545c6459d5,17e07507-46d6-4367-a3bf-ccba9c8186c6,2026-01-01,2026-06-23T18:06:00.407764+00:00,false,false,
9892be78-c704-4e45-8d09-48061f9af8c2,b0fa8680-98db-42ac-9f90-5db0c643517c,2026-01-01,2026-06-23T18:06:00.744339+00:00,false,false,
8f39c340-e77e-4926-a919-2b4bd805102b,18f589e1-eda1-401f-b912-2e7d4c04bcd3,2026-01-01,2026-06-23T18:06:01.06635+00:00,false,false,
a55f254b-b81e-4caf-bef3-39efe0f33175,0598ee4b-6408-4aa1-81a5-2d24c6496dbc,2026-01-04,2026-06-23T18:05:58.958317+00:00,false,false,
b06b26f8-3cc8-4a3c-8b36-5d713d7015c8,cabd581d-4ab9-46f7-974c-a850daadda78,2026-01-04,2026-06-23T18:05:58.958317+00:00,false,false,
0fa70109-e8c1-467d-a0a4-852341924816,4152285e-c772-4916-a089-db67c8258211,2026-01-04,2026-06-23T18:05:59.35978+00:00,false,false,
6f2dbeb0-e64a-40a4-8937-b9fb213de5c1,1190382c-762a-408d-97f7-845b94dd0da7,2026-01-04,2026-06-23T18:05:59.35978+00:00,false,false,
a2fd19ab-46e9-4436-959b-1bdbfe355a65,7bb4908d-0895-4e37-adea-6ff096b7ac26,2026-01-04,2026-06-23T18:05:59.720773+00:00,false,false,
67fb7733-6475-4bda-9510-ab5dbf84aec9,ee6c5f4a-4d14-4f5b-a33b-642af9226ea1,2026-01-04,2026-06-23T18:06:00.062078+00:00,false,false,
49c24e79-36aa-4a94-ba9a-1b601d725f63,f23a6006-b33a-42cf-9617-e14f4e86ec17,2026-01-04,2026-06-23T18:06:00.062078+00:00,false,false,
f5ac0a01-b0a4-47f7-a53e-45d00aaa180d,ca2628de-df8d-418c-9755-cabeaf2dee9e,2026-01-04,2026-06-23T18:06:00.062078+00:00,false,false,
0df83a7e-8de3-48ff-9f2c-543627610455,b5903cc3-5194-48c4-a910-5144dd45b40d,2026-01-04,2026-06-23T18:06:00.407764+00:00,false,false,
6bcc1c96-f5a9-45b0-82cf-c03101b107b4,94ea8693-9438-4f85-9d0d-ec219422f459,2026-01-04,2026-06-23T18:06:00.744339+00:00,false,false,
b4f4c113-351c-4a58-8aa2-bd54cb93f21e,719bfaa7-5cbe-448e-8853-7325634aa4bc,2026-01-04,2026-06-23T18:06:00.744339+00:00,false,false,
9f3e94c5-268b-4da9-815b-b1c0d88542f4,cabd581d-4ab9-46f7-974c-a850daadda78,2026-01-05,2026-06-23T18:05:58.958317+00:00,false,false,
b39fb6bf-eb3a-4bd8-a3af-a10be82af678,395f0e1a-54ef-408c-a16d-76879c70a152,2026-01-05,2026-06-23T18:05:58.958317+00:00,false,false,
e00d1914-849d-4b97-8bc1-8d164398b91b,4d86178e-3b4d-42e5-b60a-b82de74fd9d7,2026-01-05,2026-06-23T18:05:58.958317+00:00,false,false,
1e971777-b128-4887-bace-5a08ea1bde82,52d7a714-07fe-4e26-9730-0380f30a68fb,2026-01-05,2026-06-23T18:05:59.35978+00:00,false,false,
05758628-160f-4207-9324-918d21bd2a08,1190382c-762a-408d-97f7-845b94dd0da7,2026-01-05,2026-06-23T18:05:59.35978+00:00,false,false,
5e1fe8ca-76e1-4d33-8ffa-81a6a40052d2,5db78425-c629-42ea-bfae-3a3c6545e2cc,2026-01-05,2026-06-23T18:05:59.35978+00:00,false,false,
826a0798-b621-477a-bf30-0ddd2130e059,6995156c-e98e-446e-b830-006cc7a2af46,2026-01-05,2026-06-23T18:05:59.720773+00:00,false,false,
fd43965b-064b-41b4-ad69-e33c8951bb2d,397a0b5c-8da1-46c6-ab6e-563cd019a004,2026-01-05,2026-06-23T18:06:00.062078+00:00,false,false,
bd2d03c9-71ee-419a-843c-fad807befee0,f23a6006-b33a-42cf-9617-e14f4e86ec17,2026-01-05,2026-06-23T18:06:00.062078+00:00,false,false,
c338ed45-157e-4a7f-b2bb-d98c362f49e4,e3a14a2a-b83d-4214-b1dd-3b85b3aa5673,2026-01-05,2026-06-23T18:06:00.407764+00:00,false,false,
07f8f0b9-7697-4208-b3fd-2b59a39d5379,c17dc22a-e4fd-4267-b688-d74e17f1e81b,2026-01-05,2026-06-23T18:06:00.407764+00:00,false,false,
36671b71-8d41-4e7b-bb08-324418c8d8f4,94ea8693-9438-4f85-9d0d-ec219422f459,2026-01-05,2026-06-23T18:06:00.744339+00:00,false,false,
8dcedc7f-ddc2-41ba-82e3-f5fa6b1e98d8,7174f2be-ac9d-4845-b4c3-61dd0e7b8e09,2026-01-05,2026-06-23T18:06:00.744339+00:00,false,false,
acf076f0-fe6e-4fa8-81d6-14c593a5e1ea,b0fa8680-98db-42ac-9f90-5db0c643517c,2026-01-05,2026-06-23T18:06:00.744339+00:00,false,false,
b9ea0071-dd5a-44a1-8f06-190f5b4939d7,fcd9cc40-9411-40f0-b3d3-60dc219673d1,2026-01-05,2026-06-23T18:06:00.744339+00:00,false,false,
f8390b84-7474-4f54-9d5f-857bdac4aac8,719bfaa7-5cbe-448e-8853-7325634aa4bc,2026-01-05,2026-06-23T18:06:00.744339+00:00,false,false,
95f31a9f-78de-43eb-8533-62e9e2d0d326,14700324-8494-4bb7-8848-ad676750b54b,2026-01-06,2026-06-23T18:05:58.958317+00:00,false,false,
bea99eb5-81d9-4d8e-b452-b5f2ba95c2e5,52d7a714-07fe-4e26-9730-0380f30a68fb,2026-01-06,2026-06-23T18:05:59.35978+00:00,false,false,
7f75837a-fc26-4d52-a60a-1e16e96a5533,e8f30cf6-364b-4d77-865d-441542781e85,2026-01-06,2026-06-23T18:05:59.720773+00:00,false,false,
9f35339e-0305-4e50-8987-0cdc1e0510a1,6995156c-e98e-446e-b830-006cc7a2af46,2026-01-06,2026-06-23T18:05:59.720773+00:00,false,false,
c4a8d3cc-04ce-48a1-a432-26d0da005064,ee6c5f4a-4d14-4f5b-a33b-642af9226ea1,2026-01-06,2026-06-23T18:06:00.062078+00:00,false,false,
34aaebc3-36c8-453c-a477-4506d06f91a6,ca2628de-df8d-418c-9755-cabeaf2dee9e,2026-01-06,2026-06-23T18:06:00.062078+00:00,false,false,
41a39bd2-b5fa-49ee-9b0f-17b6718554b5,e3a14a2a-b83d-4214-b1dd-3b85b3aa5673,2026-01-06,2026-06-23T18:06:00.407764+00:00,false,false,
f26202d2-abc8-41d5-a331-980696cfabc5,17e07507-46d6-4367-a3bf-ccba9c8186c6,2026-01-06,2026-06-23T18:06:00.407764+00:00,false,false,
