id,client_id,date,created_at,paid,is_cycle_start,reminder_sent_at
e4774cbb-b789-417f-aff9-657393788c08,f2626d18-e452-42ce-a7e6-5223bcc457d4,2026-05-27,2026-06-24T13:46:54.172356+00:00,false,false,
3367c61e-2a7d-4c70-881c-c9741dd96aad,c91581ec-f250-4bb2-a659-a55b01cd6f29,2026-06-03,2026-06-24T13:58:14.969592+00:00,false,false,
c788abd7-d193-4ef9-83a3-2c28a9f3eb58,f2626d18-e452-42ce-a7e6-5223bcc457d4,2026-06-03,2026-06-24T13:47:07.004544+00:00,false,false,
2ef56867-44e7-4eeb-8566-ca0cf8f84c78,f2626d18-e452-42ce-a7e6-5223bcc457d4,2026-06-07,2026-06-24T13:47:16.405888+00:00,false,false,
94b0b757-bd43-4818-b7fd-3b0137d3d746,98403b86-b6da-43b9-9f66-5907a5114863,2026-06-10,2026-07-04T16:01:41.856474+00:00,false,false,
46d637f4-2c8f-4108-8c6d-7b3b50e55abd,f2626d18-e452-42ce-a7e6-5223bcc457d4,2026-06-10,2026-06-24T13:47:25.74758+00:00,false,false,
2ff50fc9-3143-462c-a17f-2cbac7992d82,c91581ec-f250-4bb2-a659-a55b01cd6f29,2026-06-10,2026-06-24T13:58:25.492608+00:00,false,false,
6a0ecb8a-ffed-48fa-8f76-3bb3f00287d9,98403b86-b6da-43b9-9f66-5907a5114863,2026-06-12,2026-07-04T16:01:41.856474+00:00,false,false,
fa473e01-9a50-4fdb-95dc-0f9f704c5210,f2626d18-e452-42ce-a7e6-5223bcc457d4,2026-06-17,2026-06-24T13:47:35.624238+00:00,false,false,
59a4ec61-a370-4ed9-b916-62447186a37e,98403b86-b6da-43b9-9f66-5907a5114863,2026-06-17,2026-07-04T16:01:41.856474+00:00,false,false,
de60a40d-1517-4ab0-afad-002f5a511327,f2626d18-e452-42ce-a7e6-5223bcc457d4,2026-06-21,2026-06-24T13:49:23.479688+00:00,false,false,
c8b2e9e8-d31a-4bb4-b56c-335c651d4888,98403b86-b6da-43b9-9f66-5907a5114863,2026-06-21,2026-07-04T16:01:41.856474+00:00,false,false,
ca73cd19-8d71-477a-8e71-b3429cd71946,c91581ec-f250-4bb2-a659-a55b01cd6f29,2026-06-24,2026-06-24T13:58:34.536865+00:00,false,false,
c8e7f75b-94f3-4fcf-85ee-400b701d2a6b,f2626d18-e452-42ce-a7e6-5223bcc457d4,2026-06-24,2026-06-24T13:47:45.504855+00:00,false,false,
77edbb44-f579-40ec-9322-66ece4e063cc,98403b86-b6da-43b9-9f66-5907a5114863,2026-06-24,2026-07-04T16:01:41.856474+00:00,false,false,
e891e839-f951-437a-8bc7-6a067242deb6,98403b86-b6da-43b9-9f66-5907a5114863,2026-06-24,2026-07-04T16:01:41.856474+00:00,false,false,
09aae8bc-18ee-4eb7-a74a-d59524130720,affefc81-d48f-4983-b37f-acf674254bdc,2026-06-24,2026-06-24T14:49:03.972166+00:00,false,false,
08b2010c-0659-4a1e-b702-0e428f16083d,98403b86-b6da-43b9-9f66-5907a5114863,2026-06-26,2026-07-04T16:01:41.856474+00:00,false,false,
64129844-eb7d-4c62-88d0-a8a2db6c64c0,98403b86-b6da-43b9-9f66-5907a5114863,2026-06-28,2026-07-04T16:01:41.856474+00:00,false,false,
a3d38e63-f566-4a2b-948a-9ff1ed32ddac,98403b86-b6da-43b9-9f66-5907a5114863,2026-07-01,2026-07-04T16:01:41.856474+00:00,false,false,
6e64e71c-833f-49b0-9448-cd82409f6800,98403b86-b6da-43b9-9f66-5907a5114863,2026-07-03,2026-07-04T16:01:41.856474+00:00,false,false,
e201f202-1374-42b0-b545-67b2c2e21bcb,98403b86-b6da-43b9-9f66-5907a5114863,2026-07-05,2026-07-05T05:28:10.152239+00:00,false,false,
